2023-08-01T08:29:06.258+00:00	3211,822	3000,000	Some(211.82200000000012)	Some(14)
2023-08-01T08:29:17.311+00:00	2849,870	3000,000	Some(-150.1300000000001)	Some(11)
2023-08-01T08:29:19.320+00:00	4999,813	3000,000	Some(1999.813)	Some(2)
2023-08-01T08:29:25.350+00:00	2456,537	3000,000	Some(-543.4629999999997)	Some(6)
2023-08-01T08:29:39.420+00:00	4129,830	3000,000	Some(1129.83)	Some(14)
2023-08-01T08:29:41.429+00:00	2713,945	3000,000	Some(-286.05499999999984)	Some(2)
2023-08-01T08:31:19.390+00:00	4606,771	3000,000	Some(1606.7709999999997)	Some(97)
2023-08-01T08:31:38.485+00:00	2654,457	3000,000	Some(-345.5430000000001)	Some(19)
2023-08-01T08:32:14.158+00:00	4422,787	3000,000	Some(1422.7870000000003)	Some(35)
2023-08-01T08:32:17.172+00:00	2818,861	3000,000	Some(-181.13900000000012)	Some(3)
2023-08-01T08:32:20.187+00:00	5519,134	3000,000	Some(2519.134)	Some(3)
2023-08-01T08:33:07.421+00:00	2665,508	3000,000	Some(-334.49199999999973)	Some(47)
2023-08-01T08:33:11.440+00:00	3765,604	3000,000	Some(765.6040000000003)	Some(4)
2023-08-01T08:33:27.017+00:00	2889,273	3000,000	Some(-110.72699999999986)	Some(15)
2023-08-01T08:38:24.448+00:00	5314,099	3000,000	Some(2314.099)	Some(297)
2023-08-01T08:38:28.466+00:00	1836,279	3000,000	Some(-1163.721)	Some(4)
2023-08-01T08:38:34.497+00:00	3949,758	3000,000	Some(949.7580000000003)	Some(6)
2023-08-01T08:38:39.018+00:00	2719,300	3000,000	Some(-280.6999999999998)	Some(4)
2023-08-01T08:38:43.036+00:00	3118,120	3000,000	Some(118.11999999999989)	Some(4)
2023-08-01T08:38:57.105+00:00	2390,537	3000,000	Some(-609.4629999999997)	Some(14)
2023-08-01T08:39:08.158+00:00	3124,375	3000,000	Some(124.375)	Some(11)
2023-08-01T08:39:09.162+00:00	2166,445	3000,000	Some(-833.5549999999998)	Some(1)
2023-08-01T08:39:18.206+00:00	5559,267	3000,000	Some(2559.267)	Some(9)
2023-08-01T08:39:27.248+00:00	3020,217	3000,000	Some(20.2170000000001)	Some(9)
2023-08-01T08:50:00.289+00:00	5604,064	3000,000	Some(2604.0640000000003)	Some(633)
2023-08-01T08:50:11.340+00:00	2675,409	3000,000	Some(-324.5909999999999)	Some(11)
2023-08-01T08:50:24.401+00:00	6458,564	3000,000	Some(3458.5640000000003)	Some(13)
2023-08-01T08:50:41.483+00:00	2995,044	3000,000	Some(-4.956000000000131)	Some(17)
2023-08-01T08:53:10.211+00:00	3957,948	3000,000	Some(957.9479999999999)	Some(148)
2023-08-01T08:53:32.316+00:00	2902,450	3000,000	Some(-97.54999999999973)	Some(22)
2023-08-01T08:53:35.329+00:00	3404,824	3000,000	Some(404.82400000000007)	Some(3)
2023-08-01T08:53:38.344+00:00	2949,438	3000,000	Some(-50.5619999999999)	Some(3)
2023-08-01T08:53:39.349+00:00	3583,799	3000,000	Some(583.799)	Some(1)
2023-08-01T08:53:44.374+00:00	2492,141	3000,000	Some(-507.8589999999999)	Some(5)
2023-08-01T08:57:34.466+00:00	3494,886	3000,000	Some(494.88599999999997)	Some(230)
2023-08-01T08:57:35.470+00:00	2610,488	3000,000	Some(-389.51200000000017)	Some(1)
2023-08-01T08:58:21.188+00:00	3970,160	3000,000	Some(970.1600000000003)	Some(45)
2023-08-01T08:59:18.458+00:00	2541,079	3000,000	Some(-458.9209999999998)	Some(57)
2023-08-01T08:59:24.488+00:00	5214,420	3000,000	Some(2214.42)	Some(6)
2023-08-01T08:59:33.028+00:00	2852,889	3000,000	Some(-147.11099999999988)	Some(8)
2023-08-01T08:59:45.089+00:00	3182,588	3000,000	Some(182.5880000000002)	Some(12)
2023-08-01T08:59:47.098+00:00	2680,706	3000,000	Some(-319.29399999999987)	Some(2)
2023-08-01T08:59:57.146+00:00	5988,217	3000,000	Some(2988.2170000000006)	Some(10)
2023-08-01T09:01:01.457+00:00	1940,213	3000,000	Some(-1059.787)	Some(64)
2023-08-01T09:01:13.004+00:00	3726,047	3000,000	Some(726.047)	Some(11)
2023-08-01T09:01:15.013+00:00	2404,682	3000,000	Some(-595.3179999999998)	Some(2)
2023-08-01T09:02:22.332+00:00	3240,682	3000,000	Some(240.68200000000024)	Some(67)
2023-08-01T09:02:26.353+00:00	3001,780	3000,000	Some(1.7800000000002)	Some(4)
2023-08-01T09:09:56.019+00:00	3039,842	3000,000	Some(39.8420000000001)	Some(449)
2023-08-01T09:10:25.156+00:00	806,167	3000,000	Some(-2193.833)	Some(29)
2023-08-01T09:11:10.369+00:00	3329,190	3000,000	Some(329.19000000000005)	Some(45)
2023-08-01T09:11:17.404+00:00	2667,698	3000,000	Some(-332.30200000000013)	Some(7)
2023-08-01T09:11:20.418+00:00	3413,235	3000,000	Some(413.2350000000001)	Some(3)
2023-08-01T09:11:28.458+00:00	2996,353	3000,000	Some(-3.6469999999999345)	Some(8)
2023-08-01T09:11:33.484+00:00	3719,689	3000,000	Some(719.6889999999999)	Some(5)
2023-08-01T09:13:43.101+00:00	896,244	3000,000	Some(-2103.756)	Some(129)
2023-08-01T09:13:45.111+00:00	3220,429	3000,000	Some(220.4290000000001)	Some(2)
2023-08-01T09:13:47.121+00:00	2375,317	3000,000	Some(-624.683)	Some(2)
2023-08-01T09:15:18.050+00:00	6199,463	3000,000	Some(3199.4629999999997)	Some(90)
2023-08-01T09:15:24.080+00:00	1308,290	3000,000	Some(-1691.71)	Some(6)
2023-08-01T09:15:28.100+00:00	4342,543	3000,000	Some(1342.5429999999997)	Some(4)
2023-08-01T09:15:37.143+00:00	2186,274	3000,000	Some(-813.7260000000001)	Some(9)
2023-08-01T09:15:38.149+00:00	3739,091	3000,000	Some(739.0909999999999)	Some(1)
2023-08-01T09:15:45.183+00:00	1884,415	3000,000	Some(-1115.585)	Some(7)
2023-08-01T09:15:47.194+00:00	3613,904	3000,000	Some(613.904)	Some(2)
2023-08-01T09:16:29.392+00:00	2812,134	3000,000	Some(-187.86599999999999)	Some(42)
2023-08-01T09:16:32.405+00:00	3423,322	3000,000	Some(423.3220000000001)	Some(3)
2023-08-01T09:16:51.496+00:00	2226,682	3000,000	Some(-773.3179999999998)	Some(19)
2023-08-01T09:16:52.500+00:00	3418,652	3000,000	Some(418.65200000000004)	Some(1)
2023-08-01T09:16:57.020+00:00	2426,550	3000,000	Some(-573.4499999999998)	Some(4)
2023-08-01T09:16:58.024+00:00	3209,094	3000,000	Some(209.09400000000005)	Some(1)
2023-08-01T09:17:02.042+00:00	2046,546	3000,000	Some(-953.454)	Some(4)
2023-08-01T09:17:13.095+00:00	5074,430	3000,000	Some(2074.4300000000003)	Some(11)
2023-08-01T09:17:33.193+00:00	1067,904	3000,000	Some(-1932.096)	Some(20)
2023-08-01T09:17:40.224+00:00	4415,620	3000,000	Some(1415.62)	Some(7)
2023-08-01T09:17:43.237+00:00	2761,002	3000,000	Some(-238.99800000000005)	Some(3)
2023-08-01T09:17:44.241+00:00	4455,567	3000,000	Some(1455.567)	Some(1)
2023-08-01T09:18:29.472+00:00	2333,895	3000,000	Some(-666.105)	Some(45)
2023-08-01T09:22:46.225+00:00	6336,826	3000,000	Some(3336.826)	Some(256)
2023-08-01T09:23:01.303+00:00	2262,342	3000,000	Some(-737.6579999999999)	Some(15)
2023-08-01T09:23:08.331+00:00	4207,858	3000,000	Some(1207.8580000000002)	Some(7)
2023-08-01T09:23:12.351+00:00	2686,786	3000,000	Some(-313.21399999999994)	Some(4)
2023-08-01T09:23:26.414+00:00	4245,381	3000,000	Some(1245.3810000000003)	Some(14)
